RA_ICRS|DE_ICRS|SDSS12|SDSS-ID|objID|Sp-ID|SpObjID|umag|e_umag|gmag|e_gmag|rmag|e_rmag|imag|e_imag|zmag|e_zmag|zsp|e_zsp
041.844758|+01.156870|J024722.74+010924.7|7675-301-1-0148-0047|1237678437017321519|4241-55450-0662|4775123565530509312|23.495| 0.738|20.513| 0.032|19.075| 0.013|18.429| 0.011|18.058| 0.026| 0.26709| 0.00004

032.781245|+00.147315|J021107.49+000850.3|4263-301-4-0334-0187|1237663784211710139|4236-55479-0572|4769469327471210496|21.331| 0.155|19.859| 0.021|18.903| 0.014|18.416| 0.013|18.105| 0.039| 0.20196| 0.00002

015.778492|-00.156786|J010306.83-000924.4|4858-301-3-0460-0081|1237666339188637777|3735-55209-0358|4205334645741121536|21.705| 0.272|19.375| 0.017|17.993| 0.009|17.487| 0.008|17.121| 0.020| 0.21698| 0.00003









034.150112|+00.229669|J021636.02+001346.8|4874-301-4-0649-0147|1237666408457371795|4237-55478-0514|4770579284442673152|21.149| 0.155|19.896| 0.020|18.991| 0.015|18.550| 0.014|18.246| 0.044| 0.24497| 0.00002



032.635413|+01.011832|J021032.49+010042.5|7717-301-1-0547-0214|1237678617432096982|4235-55451-0830|4768414345594597376|21.947| 0.243|20.155| 0.025|18.626| 0.011|18.027| 0.010|17.618| 0.021| 0.25991| 0.00003


008.475918|-00.592986|J003354.22-003534.7|2728-301-2-0469-0344|1237657190372016472|3587-55182-0392|4038710804924264448|21.219| 0.153|20.183| 0.027|19.376| 0.020|19.070| 0.023|18.771| 0.061| 0.27639| 0.00002


005.499761|-01.243741|J002159.94-011437.4|4263-301-1-0152-0321|1237663782589169985|4367-55566-0582|4916964965506281472|21.538| 0.166|21.118| 0.068|20.056| 0.040|19.841| 0.044|19.619| 0.125| 0.37553| 0.00003

011.787159|-00.913068|J004708.91-005447.0|2728-301-1-0492-0516|1237657189836653060|3590-55201-0325|4042070088143794176|22.356| 0.455|21.039| 0.066|20.482| 0.060|19.995| 0.062|19.910| 0.198| 0.22246| 0.00004

033.150430|+00.100889|J021236.10+000603.2|4263-301-4-0337-0648|1237663784211907208|4235-55451-0940|4768444582164361216|22.335| 0.230|20.936| 0.032|20.183| 0.024|19.779| 0.023|19.708| 0.088| 0.20733| 0.00002


027.270311|+00.057097|J014904.87+000325.5|4263-301-4-0298-0250|1237663784209350906|4232-55447-0820|4765033897027891200|24.123| 0.877|21.939| 0.078|20.485| 0.035|19.984| 0.032|19.637| 0.088| 0.28626| 0.00008

001.458133|-00.080571|J000549.95-000450.0|2728-301-3-0423-0305|1237657190905872689|4217-55478-0374|4748022803398848512|21.275| 0.185|20.401| 0.039|19.797| 0.038|19.581| 0.043|19.579| 0.166| 0.15691| 0.00002












011.600846|+00.002379|J004624.20+000008.5|4263-301-4-0193-0054|1237663784202469430|393-51794-0106 | 442507830545639424|18.435| 0.032|16.584| 0.004|15.505| 0.003|15.073| 0.003|14.701| 0.006| 0.11644| 0.00002

018.266773|-00.540020|J011304.02-003224.0|4858-301-2-0476-0145|1237666338652815505|4227-55481-0348|4759274655692025856|20.323| 0.109|18.463| 0.011|17.425| 0.007|16.993| 0.007|16.654| 0.015| 0.11976| 0.00002







052.342744|+00.596292|J032922.25+003546.6|3438-301-5-0149-0242|1237660241388437746|1156-52641-0341|1301634069984995328|21.481| 0.239|19.382| 0.018|18.168| 0.010|17.565| 0.009|17.139| 0.019| 0.21402| 0.00004

006.156384|-00.026043|J002437.53-000133.7|2728-301-3-0454-0102|1237657190907904102|4220-55447-0619|4751467847686483968|20.882| 0.087|19.781| 0.016|18.988| 0.013|18.645| 0.013|18.379| 0.035| 0.23186| 0.00002

022.979626|-00.452439|J013155.11-002708.7|4874-301-2-0574-0227|1237666407378714851|4230-55483-0388|4762663350562385920|21.633| 0.258|19.677| 0.020|18.236| 0.010|17.667| 0.009|17.266| 0.019| 0.23498| 0.00003

009.861410|+00.745948|J003926.73+004445.4|4128-301-5-0189-0539|1237663204918493723|3588-55184-0719|4039926589940232192|23.019| 0.556|21.508| 0.071|20.291| 0.037|19.786| 0.039|19.473| 0.104| 0.26244| 0.00006

003.731823|+00.192686|J001455.63+001133.6|4263-301-4-0140-0305|1237663784198996273|4219-55480-0514|4750313086153060352|20.256| 0.061|19.730| 0.018|19.311| 0.018|19.214| 0.023|19.336| 0.095| 0.19846| 0.00001



014.692204|+00.888756|J005846.12+005319.5|4263-301-6-0214-0169|1237663785277587625|4224-55481-0942|4756060233448222720|21.522| 0.166|20.602| 0.032|20.013| 0.028|19.831| 0.036|19.534| 0.096| 0.25089| 0.00002




044.341091|+00.686603|J025721.86+004111.7|7717-301-1-0626-0093|1237678617437274205|410-51877-0504 | 461757531761436672|20.280| 0.078|18.581| 0.010|17.642| 0.007|17.175| 0.006|16.771| 0.014| 0.13547| 0.00003

023.358988|-00.346218|J013326.15-002046.3|4263-301-3-0272-0110|1237663783670775918|4230-55483-0349|4762652630324015104|18.869| 0.031|17.856| 0.007|17.295| 0.006|16.951| 0.006|16.742| 0.015| 0.13487| 0.00002

026.905724|+00.499511|J014737.37+002958.2|4263-301-5-0295-0195|1237663784746025155|4232-55447-0684|4764996513632546816|20.897| 0.079|19.983| 0.019|19.344| 0.016|18.882| 0.016|18.673| 0.040| 0.18499| 0.00001




013.033214|+00.661312|J005207.97+003940.7|4128-301-5-0210-0257|1237663204919869697|3590-55201-0966|4042246284882145280|21.186| 0.137|20.395| 0.031|19.931| 0.031|19.582| 0.038|19.289| 0.098| 0.17866| 0.00001



057.417372|-00.027653|J034940.16-000139.5|4849-301-3-0838-0218|1237666300558704858|1242-52901-0474|1398498025097160704|20.440| 0.106|18.907| 0.013|17.977| 0.009|17.485| 0.009|17.140| 0.024| 0.15905| 0.00003

034.141479|-00.465563|J021633.95-002756.0|2700-301-2-0094-0391|1237657070088356231|4237-55478-0484|4770571038105464832|22.392| 0.375|20.698| 0.037|19.418| 0.019|18.896| 0.018|18.519| 0.043| 0.26529| 0.00004

011.314796|+00.796992|J004515.55+004749.1|4128-301-5-0199-0213|1237663204919148757|3589-55186-0834|4041084100839927808|21.615| 0.205|19.654| 0.019|18.324| 0.010|17.805| 0.010|17.448| 0.023| 0.21810| 0.00003

006.188802|+00.984067|J002445.31+005902.6|4145-301-6-0151-0155|1237663278467317915|4219-55480-0944|4750431283653046272|19.484| 0.065|18.263| 0.011|17.382| 0.007|16.951| 0.008|16.671| 0.020| 0.22042| 0.00001

023.235602|-00.329185|J013256.54-001945.0|4263-301-3-0271-0100|1237663783670710372|4230-55483-0358|4762655104225177600|20.416| 0.083|19.260| 0.016|18.715| 0.014|18.389| 0.015|18.241| 0.049| 0.15708| 0.00002

005.958871|+00.681571|J002350.12+004053.6|4128-301-5-0163-0155|1237663204916789403|4219-55480-0920|4750424686583279616|22.288| 0.325|20.356| 0.031|18.882| 0.014|18.346| 0.014|18.022| 0.032| 0.25886| 0.00004





056.294576|+00.409342|J034510.69+002433.6|4849-301-4-0830-0080|1237666301095051344|416-51811-0589 | 468536294717286400|20.926| 0.093|19.844| 0.016|19.126| 0.013|18.730| 0.013|18.628| 0.047| 0.19391| 0.00001


021.233645|+00.516196|J012456.07+003058.3|4263-301-5-0257-0209|1237663784743534801|4229-55501-0565|4761586104347062272|21.169| 0.106|20.120| 0.024|19.156| 0.015|18.649| 0.015|18.382| 0.033| 0.21651| 0.00002


022.666535|+00.730212|J013039.96+004348.7|2700-301-5-0017-0101|1237657071693922405|4229-55501-0916|4761682586492399616|20.270| 0.088|18.781| 0.012|17.937| 0.009|17.519| 0.009|17.223| 0.021| 0.16110| 0.00002







006.066273|-00.455565|J002415.90-002720.0|2728-301-2-0453-0185|1237657190370967737|4219-55480-0066|4750189940850749440|19.748| 0.059|18.557| 0.010|17.977| 0.009|17.636| 0.010|17.475| 0.028| 0.14367| 0.00002





003.065373|+01.249116|J001215.68+011456.8|7717-301-1-0350-0117|1237678617419186293|4218-55479-0668|4749229517427109888|21.519| 0.157|20.666| 0.033|19.768| 0.022|19.343| 0.022|18.837| 0.048| 0.25489| 0.00002










040.018268|+00.381292|J024004.38+002252.6|4874-301-4-0688-0450|1237666408459928002|3651-55247-0538|4110808532227125248|23.330| 0.726|21.289| 0.049|20.548| 0.040|20.079| 0.039|19.754| 0.121| 0.23848| 0.00002



031.699970|+01.235537|J020647.99+011407.9|8062-301-1-0108-0327|1237680099167043911|4235-55451-0622|4768357170989953024|20.483| 0.132|19.089| 0.019|17.931| 0.010|17.379| 0.010|16.988| 0.023| 0.18421| 0.00003


009.614931|-00.167724|J003827.58-001003.8|2728-301-3-0477-0256|1237657190909411584|3589-55186-0494|4040990642351566848|21.723| 0.175|20.340| 0.025|19.091| 0.013|18.614| 0.012|18.367| 0.034| 0.25381| 0.00006

014.078877|-00.152573|J005618.93-000909.2|4858-301-3-0448-0219|1237666339187851483|4224-55481-0158|4755844729169178624|21.609| 0.179|19.801| 0.018|18.562| 0.010|18.039| 0.010|17.668| 0.023| 0.17503| 0.00003

024.815422|+01.108993|J013915.70+010632.3|7717-301-1-0495-0166|1237678617428689062|4231-55444-0624|4763854121000955904|21.016| 0.149|19.335| 0.017|18.167| 0.010|17.605| 0.009|17.237| 0.021| 0.21576| 0.00010


032.929547|+00.688268|J021143.09+004117.7|2700-301-5-0085-0219|1237657071698378971|4235-55451-0883|4768428914123665408|22.259| 0.272|20.807| 0.036|19.627| 0.020|19.147| 0.019|18.813| 0.047| 0.19988| 0.00003






007.508547|-00.703772|J003002.05-004213.5|4263-301-2-0166-0231|1237663783126958311|4220-55447-0100|4751325186052780032|21.833| 0.227|20.384| 0.033|18.903| 0.015|18.358| 0.013|17.986| 0.030| 0.25539| 0.00004




007.562795|-00.787205|J003015.07-004713.9|4263-301-2-0166-0241|1237663783126958321|391-51782-0060 | 440243386146908160|19.888| 0.076|18.459| 0.016|17.623| 0.009|17.218| 0.009|16.922| 0.022| 0.15559| 0.00005






033.918617|+01.095236|J021540.46+010542.8|7717-301-1-0556-0192|1237678617432686784|4236-55479-0782|4769527051831668736|19.949| 0.089|18.417| 0.012|17.263| 0.007|16.761| 0.007|16.443| 0.016| 0.19568| 0.00004
